Department,Department Name,Property Id,Property Name,Address 1,City,State/Province,Postal Code,Property Area(ft²),Primary Property Type ,Year Built,Electricity Use (kWh),Natural Gas Use (therms),Propane Use (kBtu),Water Use (All Water Sources) (kgal),Percent of Electricity that is Green Power,Total Green Power - Onsite and Offsite (kWh),Site Energy Use (kBtu),ENERGY STAR Score,LEED Certified,Location
CHP,California Highway Patrol,1337256,ANTELOPE VALLEY AREA,2041  W AVENUE I,LANCASTER,California,93536,5985,Office,1960,137993.9,712.1713665,,159.3,0%,0,542052.5,10,,"2041 W AVENUE I
LANCASTER, California 93536
(34.70411, -118.167517)"
CAL TRANS,California Department of Transportation,3946999,08 Old Materials Lab,1746 Spruce St,Riverside,California,92507,5870,Laboratory,1964,7519.8,,,23.2,0%,0,25657.6,,,"1746 Spruce St
Riverside, California 92507
(33.990289, -117.349595)"
CADA,Capitol Area Development Authority,1259264,1506 O ST JOHNSTON HOUSE,1506 O STREET,SACRAMENTO,California,95814,3750,Multifamily Housing,1888,6824,,,,0%,0,23283.5,,,"1506 O STREET
SACRAMENTO, California 95814
(38.572815, -121.488494)"
CAL TRANS,California Department of Transportation,3928518,04 Materials Lab,325 San Bruno Avenue,San Francisco,California,94103,7600,Other - Utility,1900,207906.5,,,145.9,0%,0,709377.2,,,"325 San Bruno Avenue
San Francisco, California 94103
(37.765601, -122.405574)"
CAL EXPO,California Exposition & State Fair,1250316,CALIFORNIA EXPOSITION AND STATE FAIR,1600 EXPOSITION BLVD,SACRAMENTO,California,95815,1058336,Other,1968,8413395.5,91068.05869,,225797.6,0%,0,37813314.7,,,"1600 EXPOSITION BLVD
SACRAMENTO, California 95815
(38.59533, -121.43424)"
CAL TRANS,California Department of Transportation,3928619,San Luis Obispo Maint,50 Higuera St,San Luis Obispo,California,93401,15509,Other - Utility,1956,,,,49.4,,,,,,"50 Higuera St
San Luis Obispo, California 93401
(35.267021, -120.670497)"
HCD,Housing and Community Development,1331072,PARLIER MIGRANT CENTER,8800 SOUTH ACADEMY,PARLIER,California,93648,106250,Other,1979,257512,,,1841,0%,0,878631,,,"8800 SOUTH ACADEMY
PARLIER, California 93648
(36.60829, -119.556719)"
CHP,California Highway Patrol,1337339,QUINCY AREA OFFICE,86 W MAIN STREET,QUINCY,California,95971,1684,Office,1900,5744.9,,,60.7,0%,0,19601.5,,,"86 W MAIN STREET
QUINCY, California 95971
(39.937659, -120.939227)"
CMD,California Military Department,3916521,Yuba City (State Owned),310 B Street,Yuba City,California,95991,14710,Office,1931,45434.3,5365.503082,,118.9,0%,0,691572.2,,,"310 B Street
Yuba City, California 95991
(39.13507, -121.60962)"
CAL TRANS,California Department of Transportation,1387079,Imperial Avenue Maintenance Station,130   47TH ST,SAN DIEGO,California,92102,2300,Other - Services,1987,14668.8,176.2798377,,288.7,0%,0,67678.1,,,"130 47TH ST
SAN DIEGO, California 92102
(32.704714, -117.093682)"
CAL TRANS,California Department of Transportation,1387101,PATTERSON MAINTENANCE STATION,2060 SPERRY AVENUE,PATTERSON,California,95363,4990,Other - Services,1972,44936.3,4368.008953,,43.4,0%,0,590123.6,,,"2060 SPERRY AVENUE
PATTERSON, California 95363
(37.464381, -121.159133)"
DMV,Department of Motor Vehicles,1207788,LINCOLN PARK OFFICE BUILDING,3529 MISSION RD N,LOS ANGELES,California,90031,13018,Office,1984,392759.9,2627.000144,,857.3,0%,0,1602797.1,4,,"3529 MISSION RD N
LOS ANGELES, California 90031
(34.067674, -118.202691)"
CAL FIRE,California Department of Forestry and Fire Protection,3939942,CNR-HUU Alder CC 2014 2014 RBO-E/PP CDF Complete,1400 Alder Camp Road PO Box 906,Klamath,California,95548,,Fire Station,1961,,,,1294.9,,,,,,"1400 Alder Camp Road PO Box 906
Klamath, California 95548
(41.49956, -124.067442)"
CDCR,California Department of Corrections & Rehabilitation,3965861,"CHCF-CALIFORNIA HEALTH CARE FACILITY, STOCKTON",7707 Austin Road,Stockton,California,95215,1400000,Prison/Incarceration,2013,9903650.9,649880.2067,,,0%,0,98779281.7,,,"7707 Austin Road
Stockton, California 95215
(37.89437, -121.18373)"
CAL TRANS,California Department of Transportation,1386714,EQUIPMENT SHOP 05 (2501),66   MADONNA RD,San Luis Obispo,California,93401,25237,Other,1960,36858.3,7228.1777,,89,,0,,,,"66 MADONNA RD
San Luis Obispo, California 93401
(35.267603, -120.671516)"
CHP,California Highway Patrol,1337232,SOUTH LOS ANGELES AREA,19700   HAMILTON AVE,TORRANCE,California,90502,15400,Office,1960,216564.2,517.8823871,,964.2,0%,0,790705.3,48,,"19700 HAMILTON AVE
TORRANCE, California 90502
(33.851582, -118.286053)"
CHP,California Highway Patrol,1337264,MODESTO AREA,4030 KIERNAN AVENUE,MODESTO,California,95356,16310,Office,1900,164280,3286.562589,,1945.7,0%,0,889179.6,75,,"4030 KIERNAN AVENUE
MODESTO, California 95356
(37.711026, -121.069011)"
CADA,Capitol Area Development Authority,1259194,1216 P STREET,1216 P STREET,SACRAMENTO,California,95814,3400,Multifamily Housing,1940,1606,,,,0%,0,5479.7,,,"1216 P STREET
SACRAMENTO, California 95814
(38.572907, -121.493436)"
CSC,California Science Center,3929742,"Phase I, Phase II, & IMAX",700 Exposition Park Drive,Los Angeles,California,90037,429280,Other - Entertainment/Public Assembly,1913,10225868.1,74236.3073,,47061.8,0%,0,42314296.9,,,"700 Exposition Park Drive
Los Angeles, California 90037
(34.015292, -118.286306)"
CAL FIRE,California Department of Forestry and Fire Protection,3939919,CNR-BTU Feather Falls FS - 2014 E P Complete,1834 Lumpkin Rd.,Feather Falls,California,95940,,Fire Station,1996,15277.4,,14812,32,0%,0,66938.4,,,"1834 Lumpkin Rd.
Feather Falls, California 95940
(39.572079, -121.315326)"
DGS,Department of General Services,11905,509 Ronald Reagan State Building,300  S SPRING ST,LOS ANGELES,California,90013,850000,Office,1990,9341609.4,136247.5311,,10315.9,0%,0,45498328.2,92,Silver,"300 S SPRING ST
LOS ANGELES, California 90013
(34.04929, -118.246714)"
CMD,California Military Department,3921595,Visalia (State Owned),1100 North Akers Rd,Visalia,California,93291,14747,Office,1970,,2816.800136,,149.4,,,,,,"1100 North Akers Rd
Visalia, California 93291
(36.339511, -119.349851)"
DGS,Department of General Services,11901,009 OBG/CADA BUILDING,1304 'O' Street,SACRAMENTO,California,95814,49427,Office,1993,492843.9,2869.292682,,4060.1,0%,0,1968512.9,98,,"1304 'O' Street
SACRAMENTO, California 95814
(38.573538, -121.491205)"
CMD,California Military Department,3926476,National City (State Owned),303 Palm Ave.,National City,California,91950,25853,Office,1949,109217.6,843.3636496,,270.4,0%,0,456986.8,,,"303 Palm Ave.
National City, California 91950
(32.684784, -117.092262)"
DMV,Department of Motor Vehicles,1261941,NEWHALL OFFICE BUILDING,24427 NEWHALL AVE,NEWHALL,California,91321,6829,Office,1900,118213.9,628.0000239,,857.3,0%,0,466145.8,8,,"24427 NEWHALL AVE
NEWHALL, California 91321
(34.379363, -118.53238)"
CAL FIRE,California Department of Forestry and Fire Protection,3940174,CSR-RRU Elsinore FS 2014 E N Complete,410 W. Graham Ave,Lake Elisinore,California,92530,,Fire Station,1946,45020,1294.000059,,137.3,0%,0,283008.2,,,"410 W. Graham Ave
Lake Elisinore, California 92530
(33.669178, -117.331767)"
DMV,Department of Motor Vehicles,1207746,HOLLISTER OFFICE BUILDING,80 NORTH SALLY STREET,HOLLISTER,California,95023,2125,Office,1900,27690.2,1174.354981,,6.5,0%,0,211914.5,,,"80 NORTH SALLY STREET
HOLLISTER, California 95023
(36.858176, -121.399767)"
CMD,California Military Department,3920192,Hanford Armory (State Owned),902 North 11th Ave.,Hanford,California,93230,10105,Office,1954,5359.9,43.99999901,,363.9,0%,0,22688,100,,"902 North 11th Ave.
Hanford, California 93230
(36.334117, -119.655192)"
CAL TRANS,California Department of Transportation,1386835,Escondido Maintenance Station,1780   MISSION RD,ESCONDIDO,California,92029,9924,Other,1980,25592.7,478.099073,,277.5,0%,0,135132,,,"1780 MISSION RD
ESCONDIDO, California 92029
(33.128241, -117.117833)"
CAL FIRE,California Department of Forestry and Fire Protection,3939976,CNR-LNU Kelsey-Cobb FS - 2014 E P Complete,8948 Hwy 175,Kelseyville,California,95451,,Fire Station,1953,20159.3,,118900.8,55.7,0%,0,187684.4,,,"8948 Hwy 175
Kelseyville, California 95451
(38.91232, -122.766674)"
CADA,Capitol Area Development Authority,1259230,1414 O ST MOORE MANOR APARTMENT COMPLEX,1414 O STREET,SACRAMENTO,California,95814,9000,Multifamily Housing,1918,11757,1787.027048,,,0%,0,218817.6,,,"1414 O STREET
SACRAMENTO, California 95814
(38.573128, -121.489685)"
DGS,Department of General Services,1252503,860-Cal-Trans-District 11,4050   TAYLOR ST,SAN DIEGO,California,92110,292148,Office,1938,3407113.6,41862.7386,,4921.8,0%,0,15811346.8,76,Gold,"4050 TAYLOR ST
SAN DIEGO, California 92110
(32.756111, -117.199361)"
CAL TRANS,California Department of Transportation,1386945,BENICIA MAINTENANCE STATION,INTERSTATE 780 AT  EAST 2ND STREET,BENICIA,California,94510,864,Other,1900,24728,270.6774153,,81.9,0%,0,111439.6,,,"INTERSTATE 780 AT EAST 2ND STREET
BENICIA, California 94510
(38.058202, -122.149719)"
CAL TRANS,California Department of Transportation,3928574,East Los Angeles Maint,4425 E 3rd St,East Los Angeles,California,90022,,Other - Utility,1987,65284.1,13904.89035,,187.8,0%,0,1613238.6,,,"4425 E 3rd St
East Los Angeles, California 90022
(34.033352, -118.170804)"
DMV,Department of Motor Vehicles,1207714,CARMICHAEL OFFICE BUILDING,5209 NORTH AVE,CARMICHAEL,California,95608,13949,Office,1900,234704,5632.500253,,3315.4,0%,0,1364060.1,27,,"5209 NORTH AVE
CARMICHAEL, California 95608
(38.624587, -121.342865)"
CAL FIRE,California Department of Forestry and Fire Protection,3940083,CSR-BDU Chino Hills FS 2014 RBO-E CDF ES CSR-BDU Prado CC,14467 Central Ave,Chino,California,91709,,Fire Station,2004,,,,38.6,,,,,,"14467 Central Ave
Chino, California 91709
(33.99075, -117.689038)"
CAL FIRE,California Department of Forestry and Fire Protection,3939944,CNR-HUU Klamath FS 2014 E P Complete,180 Terwer Valley Road,Klamath,California,95548,,Fire Station,1966,5929,,36100.8,32,0%,0,56330.5,,,"180 Terwer Valley Road
Klamath, California 95548
(41.511254, -123.986588)"
CMD,California Military Department,3859224,Azusa (Orange) Armory (State Owned) (Asset Managed),340 North Orange Ave.,Azusa,California,91702,10105,Office,1949,,,,,,,,,,"340 North Orange Ave.
Azusa, California 91702
(34.12702, -117.913564)"
CAL PERS,California Public Employee's Retirement System,1354168,Lincoln Plaza North,400 P Street,Sacramento,California,95811,486758,Office,1986,8687124.9,29880.47788,,16470.5,0%,0,32628521.4,82,Gold,"400 P Street
Sacramento, California 95811
(38.575807, -121.504368)"
CAL FIRE,California Department of Forestry and Fire Protection,3940170,CSR-BDU Oak Glen CC 2014 E Private Complete,41100 Pine Bench Rd,Yucaiapa,California,92399,,Fire Station,1968,,,,2009.5,,,,,,"41100 Pine Bench Rd
Yucaiapa, California 92399
(34.038426, -116.913099)"
DGS,Department of General Services,11895,075 DEPARTMENT OF JUSTICE BUILDING,4949 Broadway,SACRAMENTO,California,95820,382330,Office,1980,9545532.7,45959.87124,,4475.5,0%,0,37165348.7,93,,"4949 Broadway
SACRAMENTO, California 95820
(38.546726, -121.448499)"
CMD,California Military Department,3926307,Corona (State Owned),1075 6th Street,Corona,California,92879,13255,Office,1950,20297.5,1510.522309,,1013.2,0%,0,220307.3,,,"1075 6th Street
Corona, California 92879
(33.874557, -117.553291)"
CMD,California Military Department,3883023,Eureka (State Owned),3517 W Street,Eureka,California,95503,26059,Office,1957,52259.9,9905.563013,,39.8,0%,0,1168867.1,,,"3517 W Street
Eureka, California 95503
(40.775444, -124.144493)"
CAL FIRE,California Department of Forestry and Fire Protection,3940090,CSR-BDU Yucaipa FS 2014 E - MPP,11416 Bryant Street,Yucaipa,California,92399,,Fire Station,1899,55164,,,94.4,0%,0,,,,"11416 Bryant Street
Yucaipa, California 92399
(34.046291, -117.034483)"
CAL TRANS,California Department of Transportation,1386745,TAFT MAINTENANCE STATION,27450 HIGHWAY 33,TAFT,California,93268,5264,Other,1900,76503.5,,,53.2,0%,0,261029.9,,,"27450 HIGHWAY 33
TAFT, California 93268
(35.156853, -119.488933)"
CAL FIRE,California Department of Forestry and Fire Protection,3940012,CNR-MEU Jackson (Forest Learning Cntr) SF 2014 E MPP,802 N Main Street,Fort Bragg,California,95437,,Fire Station,1899,2973.1,,,49.1,0%,0,,,,"802 N Main Street
Fort Bragg, California 95437
(39.450766, -123.805884)"
EDD,Employment Development Department,1268028,SACRAMENTO (EDD - 0713),2901 50TH STREET,SACRAMENTO,California,95817,42405,Office,1981,683660.1,,,3518.9,0%,0,2332648.6,73,,"2901 50TH STREET
SACRAMENTO, California 95817
(38.547506, -121.446752)"
EDD,Employment Development Department,1268030,MERCED (EDD - 0506),1205 WEST 18TH STREET,MERCED,California,95340,11930,Office,1963,174262.3,2345.493558,,1005.2,0%,0,829132.5,51,,"1205 WEST 18TH STREET
MERCED, California 95340
(37.306506, -120.493895)"
CAL TRANS,California Department of Transportation,1397605,LOS ANGELES LABORATORY/OFFICE,1616 S. Maple Ave,LOS ANGELES,California,90015,28900,Other,1960,,,,,,,,,,"1616 S. Maple Ave
LOS ANGELES, California 90015
(34.030975, -118.260139)"
CAL TRANS,California Department of Transportation,1245080,TRANS BAY TERMINAL BUILDING,401 MISSION STREET,SAN FRANCISCO,California,94105,400000,Office,1900,,,,,,,,,,"401 MISSION STREET
SAN FRANCISCO, California 94105
(37.790469, -122.396677)"
DPR,Department of Parks and Recreation,1383691,935 SILVER STRAND S.B.,5000   HIGHWAY 75,CORONADO,California,92118,20942,Other,1986,,600.5378907,,866.2,,,,,,"5000 HIGHWAY 75
CORONADO, California 92118
(32.63742, -117.142734)"
CAL TRANS,California Department of Transportation,1250028,005 DOT HEADQUARTERS OFFICE BUILDING,1120 N ST,SACRAMENTO,California,95814,323674,Office,1949,4456132.4,3351.784907,,3824.6,0%,0,34929603.1,81,,"1120 N ST
SACRAMENTO, California 95814
(38.575312, -121.493302)"
CAL TRANS,California Department of Transportation,1386917,MT. SHASTA MAINTENANCE STATION,1625 MOTT ROAD,MOUNT SHASTA,California,96067,19348,Other,1972,160199.4,,,105.3,0%,0,546600.4,,,"1625 MOTT ROAD
MOUNT SHASTA, California 96067
(41.251856, -122.262064)"
DMV,Department of Motor Vehicles,1207764,SANTA CLARA OFFICE BUILDING,3665 FLORA VISTA AVENUE,SANTA CLARA,California,95051,13619,Office,1975,,9325.41529,,1226.4,,,,,,"3665 FLORA VISTA AVENUE
SANTA CLARA, California 95051
(37.350154, -121.993342)"
DMV,Department of Motor Vehicles,1261946,VENTURA OFFICE BUILDING,4260 MARKET STREET,VENTURA,California,93003,9086,Office,1900,97992,1226.999838,,706.5,0%,0,457048.6,36,,"4260 MARKET STREET
VENTURA, California 93003
(34.25711, -119.23605)"
CAL TRANS,California Department of Transportation,3928635,Toll Road Maint,6685 Marine Way,Irvine,California,92618,,Other - Utility,2000,133082.7,699.530165,,18,0%,0,524031.2,,,"6685 Marine Way
Irvine, California 92618
(33.676183, -117.755382)"
CADA,Capitol Area Development Authority,1259180,1506 13TH ST MCCAFFERTY MANOR,1506 13TH STREET,SACRAMENTO,California,95814,24000,Multifamily Housing,1938,40912,4154.303158,,,0%,0,555022.1,,,"1506 13TH STREET
SACRAMENTO, California 95814
(38.573358, -121.491726)"
DMV,Department of Motor Vehicles,1207794,SAN JOSE OFFICE BUILDING,111 W ALMA AVENUE,SAN JOSE,California,95110,18284,Office,1900,191587.3,3544.937505,,627.6,0%,0,1008189.8,51,,"111 W ALMA AVENUE
SAN JOSE, California 95110
(37.314776, -121.876304)"
DMV,Department of Motor Vehicles,1207892,HOLLYWOOD OFFICE BUILDING,803 NORTH COLE AVENUE,HOLLYWOOD,California,90038,9470,Office,1960,,,,543.5,,,,,,"803 NORTH COLE AVENUE
HOLLYWOOD, California 90038
(34.08533, -118.329898)"
DPR,Department of Parks and Recreation,1388572,910 LA PURISIMA MISSION SHP,2295 PURISIMA RD,LOMPOC,California,93436,79397,Other,1815,,,,660.5,,,,,,"2295 PURISIMA RD
LOMPOC, California 93436
(34.668924, -120.421367)"
CAL TRANS,California Department of Transportation,1386626,QUINCY MAINTENANCE STATION,1555 EAST MAIN STREET,QUINCY,California,95971,19957,Other,1900,69450.3,,,860.2,,0,,,,"1555 EAST MAIN STREET
QUINCY, California 95971
(39.934515, -120.91107)"
CDCR,California Department of Corrections & Rehabilitation,1237665,VYCF-VENTURA YOUTH CORRECTIONAL FACILITY,3100 WRIGHT ROAD,CAMARILLO,California,93010,343911,Prison/Incarceration,1962,3751641.8,314094.9977,,25450.7,0%,0,44210103,,,"3100 WRIGHT ROAD
CAMARILLO, California 93010
(34.243776, -119.101758)"
CAL FIRE,California Department of Forestry and Fire Protection,3940129,CSR-MMU Raymond FS 2014 E MPP,36896 Road 600,Raymond,California,93653,,Fire Station,2007,42889.5,,,51.5,0%,0,,,,"36896 Road 600
Raymond, California 93653
(37.289852, -119.797277)"
DPR,Department of Parks and Recreation,1383447,683 MALAKOFF DIGGINS SHP,23579 N BLOOMFIELD RD,NORTH BLOOMFIELD,California,95959,58217,Other,1854,,,,2211.4,,,,,,"23579 N BLOOMFIELD RD
NORTH BLOOMFIELD, California 95959
(39.383473, -120.897236)"
DPR,Department of Parks and Recreation,1383717,715 NATURAL BRIDGES SB,2531 WEST CLIFF DRIVE,SANTA CRUZ,California,95060,7329,Other,1954,,774.2580657,,878.9,,,,,,"2531 WEST CLIFF DRIVE
SANTA CRUZ, California 95060
(36.949701, -122.055679)"
CAL TRANS,California Department of Transportation,1245086,TRANSPORTATION LABORATORY,5900 FOLSOM BL,SACRAMENTO,California,95819,164323,Office,1933,2217077.4,52402.99992,,5173.2,,0,,,,"5900 FOLSOM BL
SACRAMENTO, California 95819
(38.557471, -121.435594)"
EDD,Employment Development Department,1268008,REDDING (EDD - 0618),1325 PINE ST,REDDING,California,96001,11133,Office,1952,103696.2,3077.249827,,242.8,0%,0,661536.4,75,,"1325 PINE ST
REDDING, California 96001
(40.586251, -122.390226)"
CAL FIRE,California Department of Forestry and Fire Protection,3940099,CSR-BEU Carmel Hill FS 2014 E MNG,4180 17 Mile Drive,Pebble Beach,California,93953,,Fire Station,1995,40987.5,,,137.3,0%,0,,,,"4180 17 Mile Drive
Pebble Beach, California 93953
(36.574535, -121.915802)"
DPR,Department of Parks and Recreation,1383513,715 TWIN LAKES SB,665 14TH AVENUE,SANTA CRUZ,California,95060,10123,Other,1945,31664,,,784.7,0%,0,108037.6,,,"665 14TH AVENUE
SANTA CRUZ, California 95060
(36.965714, -121.990566)"
DPR,Department of Parks and Recreation,1383555,660 JACK LONDON SHP,2400 LONDON RANCH ROAD,GLEN ELLEN,California,95442,25598,Other - Recreation,1862,,,,655.4,,,,,,"2400 LONDON RANCH ROAD
GLEN ELLEN, California 95442
(38.355252, -122.543771)"
CAAM,California African American Museum,4318183,CA African American Museum: 600 State Drive,600 State Drive,Los Angeles,California,90037,45000,Other - Services,1980,796199.9,5798.371376,,,0%,0,3296471.6,,,"600 State Drive
Los Angeles, California 90037
(34.016508, -118.284312)"
CDFW,California Department of Fish and Wildlife,1552798,R1 - NORTHERN HQ'S,601 LOCUST ST,REDDING,California,96001,3840,Office,1900,162496.2,2362.708654,,2555.3,0%,0,790707.9,,,"601 LOCUST ST
REDDING, California 96001
(40.575924, -122.378604)"
CAL FIRE,California Department of Forestry and Fire Protection,3940142,CSR-MVU Puerta La Cruz CC 2014 E Complete Local & Fed,32363 Highway 79,Warner Springs,California,92086,,Fire Station,1959,,,,51.5,,,,,,"32363 Highway 79
Warner Springs, California 92086
(33.332866, -116.711825)"
CAL TRANS,California Department of Transportation,1250010,09 DISTRICT OFFICE,500 SOUTH MAIN STREET,BISHOP,California,93514,54642,Office,1900,865939,,,676,,0,,,,"500 SOUTH MAIN STREET
BISHOP, California 93514
(37.356472, -118.395228)"
CADA,Capitol Area Development Authority,1259268,1330 P ST PALM MANSION,1330 P STREET,SACRAMENTO,California,95814,15600,Multifamily Housing,1890,986,427.0043032,,,0%,0,46064.7,,,"1330 P STREET
SACRAMENTO, California 95814
(38.572246, -121.490944)"
CAL TRANS,California Department of Transportation,1386879,Carlsbad Maintenance Station,6050   PASEO DEL NORTE,CARLSBAD,California,92011,8734,Other,1968,63267,859.5693427,,160.1,0%,0,301823.9,,,"6050 PASEO DEL NORTE
CARLSBAD, California 92011
(33.121421, -117.319179)"
CADA,Capitol Area Development Authority,1259212,1521 12TH STREET APARTMENT COMPLEX,1521 12TH STREET,SACRAMENTO,California,95814,3000,Multifamily Housing,1948,1178,,,,0%,0,,,,"1521 12TH STREET
SACRAMENTO, California 95814
(38.573341, -121.493544)"
CAL FIRE,California Department of Forestry and Fire Protection,3939941,CNR-CZU Ben Lomond CC - 2014 E  CDF,13575 Empire Grade,Santa Cruz,California,95060,,Fire Station,1956,,,,1723.7,,,,,,"13575 Empire Grade
Santa Cruz, California 95060
(37.130401, -122.167397)"
DPR,Department of Parks and Recreation,1383737,915 MALIBU CREEK STATE PARK CALABASAS,1925   LAS VIRGENES RD,CALABASAS,California,91302,29351,Other - Recreation,1863,,,,,,,,,,"1925 LAS VIRGENES RD
CALABASAS, California 91302
(34.104235, -118.711535)"
DGS,Department of General Services,11896,004 LEGISLATIVE OFFICE,1020 'N' Street,SACRAMENTO,California,95814,240735,Office,1938,2923246.5,1227.354822,,2098.9,0%,0,48264176.4,27,,"1020 'N' Street
SACRAMENTO, California 95814
(38.575689, -121.494724)"
DPR,Department of Parks and Recreation,1383469,641 JUG HANDLE SR,15700 HIGHWAY 1 NORTH,CASPAR,California,95420,3352,Other - Recreation,1965,,,,1134.5,,,,,,"15700 HIGHWAY 1 NORTH
CASPAR, California 95420
(39.374953, -123.816225)"
CAL FIRE,California Department of Forestry and Fire Protection,3939948,CNR-HUU Alderpoint FS 2014 E P Complete CDF,"19545 Alderpoint Rd, P.O. Box 248",Alderpoint,California,95411,,Fire Station,1967,10595.8,,33800.8,32,0%,0,69953.5,,,"19545 Alderpoint Rd, P.O. Box 248
Alderpoint, California 95411
(40.184745, -123.589687)"
DPR,Department of Parks and Recreation,1383573,915 PIO PICO SHP,6003 PIONEER BLVD,WHITTIER,California,90606,6828,Other,1884,,,,4081.4,,,,,,"6003 PIONEER BLVD
WHITTIER, California 90606
(33.99335, -118.070367)"
CAL TRANS,California Department of Transportation,3928645,West Bay Paint,434 Main St,San Francisco,California,94105,,Other - Utility,1945,76787.8,3043.564228,,98.7,0%,0,566356.5,,,"434 Main St
San Francisco, California 94105
(37.787635, -122.389636)"
CAL FIRE,California Department of Forestry and Fire Protection,3940035,CNR-SCU Stevens Creek FS 2014 E P Complete,13326 Stevens Canyon Rd.,Cupertino,California,95014,,Fire Station,2009,17941.3,,60444,32,0%,0,121659.5,,,"13326 Stevens Canyon Rd.
Cupertino, California 95014
(37.289571, -122.081128)"
CAL TRANS,California Department of Transportation,1387017,WESTWOOD CONSTRUCTION OFFICE,1200 SOUTH SEPULVEDA BLVD,LOS ANGELES,California,90025,1431,Other - Services,1900,64186.1,,,52,0%,0,219003.1,,,"1200 SOUTH SEPULVEDA BLVD
LOS ANGELES, California 90025
(34.057046, -118.452422)"
CAL FIRE,California Department of Forestry and Fire Protection,3940210,CSR-TCU Valley Springs FS 2014 E MPP,1855 New Hogan Parkway,Valley Springs,California,95255,,Fire Station,1982,23069.2,,,34.3,0%,0,,,,"1855 New Hogan Parkway
Valley Springs, California 95255
(38.175241, -120.885559)"
CAL TRANS,California Department of Transportation,1386869,TRUCKEE MAINTENANCE STATION,10152 KEISER AVE,TRUCKEE,California,96161,47234,Other,1955,359680.1,,,283,0%,0,1227228.8,,,"10152 KEISER AVE
TRUCKEE, California 96161
(39.328581, -120.187982)"
CAL TRANS,California Department of Transportation,1387029,LANCASTER MAINTENANCE STATION,44023   SIERRA HWY,LANCASTER,California,93534,3600,Other - Services,1960,46673.3,1726.35145,,130.2,0%,0,331884.6,,,"44023 SIERRA HWY
LANCASTER, California 93534
(34.6834, -118.134199)"
CAL FIRE,California Department of Forestry and Fire Protection,3940009,CNR-MEU Ukiah AAB - 2014 E P N Complete,2690 N State Street,Ukiah,California,95482,,Fire Station,2006,53852,2703.013956,25300,680,0%,0,479344.5,,,"2690 N State Street
Ukiah, California 95482
(39.185271, -123.209869)"
CAL FIRE,California Department of Forestry and Fire Protection,3940001,CNR-MEU Parlin Fork CC 2014 E Complete CDF,23000 Hwy 20,Fort Bragg,California,95437,,Fire Station,2014,2973.1,,,6106.2,0%,0,10144.1,,,"23000 Hwy 20
Fort Bragg, California 95437
(39.392193, -123.709316)"
CAL TRANS,California Department of Transportation,3928528,02 Redding Equipment Shop,1430 George Drive,Redding,California,96003,35532,Other - Utility,1994,,,,1134.5,,,,,,"1430 George Drive
Redding, California 96003
(40.627474, -122.373492)"
CAL FIRE,California Department of Forestry and Fire Protection,3940066,CNR-TGU Valley View CC 2014 RBO-E/PP Complete Federal,3337 County Rd 307,Elk Creek,California,95939,,Fire Station,1993,,,,1523.6,,,,,,"3337 County Rd 307
Elk Creek, California 95939
(39.594813, -122.547851)"
DMV,Department of Motor Vehicles,1207886,WINNETKA OFFICE BUILDING,20725 SHERMAN WAY,WINNETKA,California,91306,11877,Office,1972,277240,,,1714.5,0%,0,945942.8,12,,"20725 SHERMAN WAY
WINNETKA, California 91306
(34.201126, -118.584382)"
DMV,Department of Motor Vehicles,1207800,BAKERSFIELD OFFICE BUILDING,3120 F STREET,BAKERSFIELD,California,93301,10556,Office,1966,306076.7,3041.781335,,857.3,0%,0,1348511.9,1,,"3120 F STREET
BAKERSFIELD, California 93301
(35.388082, -119.023485)"
CAL FIRE,California Department of Forestry and Fire Protection,3940100,CSR-BEU Gonzales FS 2014 E N State-Other (CDCR), 31951 McCoy Ave,Soledad,California,93960,,Fire Station,1952,18634.3,758.999985,,51.5,0%,0,139480.1,,,"31951 McCoy Ave
Soledad, California 93960
(36.460871, -121.379433)"
EDD,Employment Development Department,1268010,SAN BERNARDINO (EDD - 0720),480  NORTH MOUNTAIN VIEW AVE,SAN BERNARDINO,California,92401,15873,Office,1960,406028.4,2053.072227,,514.3,0%,0,1590676.3,35,,"480 NORTH MOUNTAIN VIEW AVE
SAN BERNARDINO, California 92401
(34.108157, -117.287398)"
CAL TRANS,California Department of Transportation,1355953,YUBA ST MAINTENANCE STATION,1315 YUBA STREET,MARYSVILLE,California,95901,6834,Other - Services,1900,,,,1134.5,,,,,,"1315 YUBA STREET
MARYSVILLE, California 95901
(39.150342, -121.584339)"
DPR,Department of Parks and Recreation,1383577,925 SAN ONOFRE SB,130   CRISTIANITOS RD,SAN CLEMENTE,California,92673,9589,Other,1990,,,,4724.5,,,,,,"130 CRISTIANITOS RD
SAN CLEMENTE, California 92673
(33.457707, -117.575157)"
CAL FIRE,California Department of Forestry and Fire Protection,3939988,CNR-LNU Glen Ellen FS - 2014 E P Complete,14000 Sonoma Hwy.,Glen Ellen,California,95442,,Fire Station,1953,18634.3,,68816,45.3,0%,0,132396.1,,,"14000 Sonoma Hwy.
Glen Ellen, California 95442
(38.362488, -122.508135)"
CAL TRANS,California Department of Transportation,3928540,09 Bishop Equipment Shop,11 Jay Street,Bishop,California,93514,23829,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1956,,,,175.5,,,,,,"11 Jay Street
Bishop, California 93514
(37.355548, -118.39502)"
